ht,age,rank,rank_points,common_ratio,common_ace,common_df,common_1st_in,common_1st_win,common_2nd_win,common_serve_win,common_break_saved,common_break_lost,common_return_1st_win,common_return_2nd_win,common_ace_faced,common_break_win,common_points_win,avg_ratio,avg_ace,avg_df,avg_1st_in,avg_1st_win,avg_2nd_win,avg_serve_win,avg_break_saved,avg_break_lost,avg_return_1st_win,avg_return_2nd_win,avg_ace_faced,avg_break_win,avg_points_win,common_completeness,common_serve1_adv,common_serve2_adv,avg_completeness,avg_serve1_adv,avg_serve2_adv,outcome,name_1,name_2,date,level,B365_1,B365_2,EX_1,EX_2,LB_1,LB_2,PS_1,PS_2,Max_1,Max_2,Avg_1,Avg_2
5,3.17316907,11,-78,0.013320984,0.017942717,-0.003372126,0.026118566,0.029324462,0.025405263,0.032708003,0.036578292,-0.066235456,-0.054912435,-0.035649307,0.023717573,-0.010324552,-0.006810624,0.010270042,0.017710869,-0.003349504,0.025627741,0.02882619,0.024446752,0.031937964,0.035441783,-0.064770412,-0.055013595,-0.036318681,0.023766729,-0.010455337,-0.007277739,-0.032649562,-0.025587973,-0.010244044,-0.033688208,-0.026187405,-0.01187193,1,Horacio Zeballos,Adrian Mannarino,29/05/2017,G,2,1.8,1.95,1.75,1.91,1.91,2.09,1.83,2.09,1.91,1.98,1.82
-5,-0.07118412,126,-1158,-0.08367573,-0.122514303,0.006341572,-0.035227375,-0.092365934,-0.014151984,-0.069080516,-0.064392816,0.105813129,0.056675844,0.056403001,-0.030843291,0.012966052,-0.005792668,-0.088827913,-0.122818238,0.006458414,-0.035866165,-0.092135817,-0.014504498,-0.069228529,-0.063760752,0.105982209,0.055890106,0.055276022,-0.029596809,0.012732601,-0.006333907,0.020797494,-0.03569009,0.042251017,0.019430532,-0.036245711,0.040771524,1,Guillermo Garcia Lopez,Gilles Muller,29/05/2017,G,3,1.4,2.95,1.35,2.75,1.44,3.22,1.4,3.22,1.46,2.97,1.45
-5,2.74880219,-74,1488,0.073810729,-0.085692405,-0.002044148,0.03169701,-0.05972974,-0.018739358,-0.037860489,0.000191536,0.056183237,0.046012427,0.055390449,0.013696967,0.016549078,0.009946066,0.073810729,-0.085692405,-0.002044148,0.03169701,-0.05972974,-0.018739358,-0.037860489,0.000191536,0.056183237,0.046012427,0.055390449,0.013696967,0.016549078,0.009946066,0.035181974,-0.013717313,0.036651092,0.035181974,-0.013717313,0.036651092,1,Albert Ramos,Marius Copil,29/05/2017,G,1.2,4.5,1.18,4.3,1.2,4.5,1.22,4.85,1.23,4.85,1.21,4.41
,-0.32580424,200,-584,0.527102103,,,,,,,,,,,,,,0.527102103,,,,,,,,,,,,,,,,,,,,1,Benjamin Bonzi,Daniil Medvedev,29/05/2017,G,2.75,1.44,2.65,1.42,2.75,1.44,2.95,1.46,2.95,1.48,2.76,1.44
,-2.20670773,-62,199,-0.127952978,-0.070799886,-0.025058835,0.032180977,-0.096709753,0.004896948,-0.053611913,-0.07535113,0.117638695,0.015581215,0.029449602,-0.003452093,0.007554775,-0.014692453,-0.142806176,-0.071111543,-0.024913886,0.034414317,-0.098423357,0.002834982,-0.055172793,-0.072658896,0.120206542,0.013598526,0.026839054,-0.002476109,0.006924856,-0.016235005,-0.012851168,-0.081128538,0.03434655,-0.016893957,-0.084824831,0.029674036,1,Taro Daniel,Jerzy Janowicz,29/05/2017,G,1.72,2.1,1.62,2.15,1.67,2.2,1.69,2.3,1.77,2.31,1.68,2.17
-2,-7.76728268,-23,1078,0.072610013,-0.006168357,0.00087678,0.006088524,0.006624152,0.01598278,0.011245389,-0.026694078,-0.008638242,0.009916371,0.031127585,-0.005379065,0.005672368,0.015332355,0.072610013,-0.006168357,0.00087678,0.006088524,0.006624152,0.01598278,0.011245389,-0.026694078,-0.008638242,0.009916371,0.031127585,-0.005379065,0.005672368,0.015332355,0.034503132,0.016540523,0.047110365,0.034503132,0.016540523,0.047110365,1,Pablo Carreno Busta,Florian Mayer,29/05/2017,G,1.08,8,1.06,7.25,1.1,7,1.09,9.35,1.17,9.35,1.08,7.84
3,-10.99520876,-101,2410,0.280863828,0.033843907,-0.017763184,0.105561216,0.050702398,0.058581893,0.077921838,0.071909092,-0.138610748,0.014916202,-0.014311473,-0.015181194,0.001230097,0.037503387,0.280863828,0.033843907,-0.017763184,0.105561216,0.050702398,0.058581893,0.077921838,0.071909092,-0.138610748,0.014916202,-0.014311473,-0.015181194,0.001230097,0.037503387,0.062182012,0.0656186,0.04427042,0.062182012,0.0656186,0.04427042,1,Grigor Dimitrov,Stephane Robert,29/05/2017,G,1.01,17,1.01,11.5,1.03,11,1.03,17.65,1.04,17.65,1.03,13.69
,19.45242985,-181,1556,0.53472575,0.191779551,0.027170981,0.059776006,0.178805911,0.054774704,0.145983513,0.215691958,-0.240189426,-0.089146777,-0.051876838,0.046296513,-0.012816105,0.043607121,0.53472575,0.191779551,0.027170981,0.059776006,0.178805911,0.054774704,0.145983513,0.215691958,-0.240189426,-0.089146777,-0.051876838,0.046296513,-0.012816105,0.043607121,0.007075333,0.089659134,0.002897866,0.007075333,0.089659134,0.002897866,1,Ivo Karlovic,Stefanos Tsitsipas,29/05/2017,G,1.66,2.2,1.65,2.1,1.73,2.1,1.75,2.2,1.75,2.33,1.69,2.16
,3.57015743,-28,136,0.410311312,-0.000695059,-0.011262869,-0.025442658,0.034542153,0.160176749,0.077256732,-0.087103725,-0.126521238,0.056095913,0.137021342,0.011232852,0.026320842,0.070048584,0.410311312,-0.000695059,-0.011262869,-0.025442658,0.034542153,0.160176749,0.077256732,-0.087103725,-0.126521238,0.056095913,0.137021342,0.011232852,0.026320842,0.070048584,0.16328786,0.090638066,0.297198092,0.16328786,0.090638066,0.297198092,1,Mikhail Kukushkin,Tennys Sandgren,29/05/2017,G,1.44,2.75,1.42,2.65,1.44,2.75,1.5,2.8,1.5,2.88,1.44,2.74
,6.73511294,36,-105,0.130730922,-0.081312093,-0.01330697,-0.005714219,-0.071470604,0.024274629,-0.034450217,-0.030840053,0.088846834,0.085401814,0.009676495,-0.03492256,0.014099637,0.008545943,0.130730922,-0.081312093,-0.01330697,-0.005714219,-0.071470604,0.024274629,-0.034450217,-0.030840053,0.088846834,0.085401814,0.009676495,-0.03492256,0.014099637,0.008545943,0.031079669,0.013931209,0.033951124,0.031079669,0.013931209,0.033951124,1,Marco Trungelliti,Quentin Halys,29/05/2017,G,2,1.8,2,1.72,2,1.8,2.2,1.75,2.2,1.85,2.05,1.76
-8,-0.8678987,-32,3130,0.139377291,-0.027822518,0.013613936,-0.06393314,0.014445376,0.029574727,0.007147666,-0.022065067,8.14E-05,0.047189711,0.026319387,-0.055763378,0.010093254,0.016984169,0.142925188,-0.027016883,0.0134203,-0.063141103,0.014853423,0.02970015,0.007572043,-0.023021372,6.02E-06,0.047563979,0.026244226,-0.056376501,0.010022624,0.01728668,0.053167985,0.061635086,0.055894114,0.05369432,0.062417403,0.055944376,1,Dominic Thiem,Bernard Tomic,29/05/2017,G,1.01,17,1.01,11.5,1.04,11,1.04,16.3,1.04,17,1.03,13.47
5,8.06023271,219,-662,0.099466775,-0.010810118,-0.013622589,0.035567486,-0.000909742,0.019871532,0.013703275,0.009046314,-0.021763768,0.003644741,0.000975293,-0.036692636,0.002065961,0.007740037,0.103527558,-0.010557874,-0.013745725,0.035237008,-0.0002202,0.021062247,0.014536852,0.010604082,-0.023039069,0.004593235,0.001286187,-0.036772277,0.002136479,0.008279321,0.013872208,0.002734999,0.020846824,0.015324668,0.004373035,0.022348435,1,Tommy Robredo,Daniel Evans,29/05/2017,G,1.61,2.3,1.57,2.25,1.57,2.38,1.65,2.4,1.69,2.4,1.63,2.27
0,-12.1779603,-81,1766,0.128105717,-0.001475376,0.000722636,-0.094480138,0.025409977,0.024450114,0.00540456,0.023252913,-0.014663717,0.001436388,0.012327712,-0.010517055,0.001898293,0.006535181,0.142000465,-0.000305795,0.001152632,-0.09288585,0.025672886,0.023737662,0.005480712,0.031495147,-0.015623947,0.002498566,0.012000989,-0.011253768,0.002168238,0.007159057,0.012868025,0.026846365,0.036777826,0.013388328,0.028171452,0.03573865,1,Lucas Pouille,Julien Benneteau,29/05/2017,G,1.08,8,1.06,7.25,1.08,7.5,1.08,9.87,1.08,10.1,1.07,8.53
8,2.49965777,-20,158,0.019796561,0.024169976,0.020094879,-0.071882944,0.015289224,-0.008244741,-0.006173306,-0.040021204,0.02389602,0.018705146,0.029976134,-0.003862603,0.003291372,0.005046677,0.019796561,0.024169976,0.020094879,-0.071882944,0.015289224,-0.008244741,-0.006173306,-0.040021204,0.02389602,0.018705146,0.029976134,-0.003862603,0.003291372,0.005046677,0.02595575,0.033994371,0.021731393,0.02595575,0.033994371,0.021731393,1,Thomaz Bellucci,Dusan Lajovic,29/05/2017,G,1.53,2.5,1.5,2.4,1.5,2.63,1.56,2.6,1.56,2.65,1.52,2.53
,11.86858317,-194,724,-0.035706716,0.028966634,-0.016179216,-0.004529297,0.046626892,0.025963686,0.037449201,0.033323291,-0.072055312,0.002983591,-0.02975579,-0.001753247,0.007772333,0.015521516,-0.035706716,0.028966634,-0.016179216,-0.004529297,0.046626892,0.025963686,0.037449201,0.033323291,-0.072055312,0.002983591,-0.02975579,-0.001753247,0.007772333,0.015521516,0.013100718,0.049610483,-0.003792104,0.013100718,0.049610483,-0.003792104,1,Robin Haase,Alex De Minaur,29/05/2017,G,1.14,5.5,1.13,5.2,1.17,5,1.16,6.05,1.18,6.95,1.15,5.46
-2,2.80355921,10,-100,0.02634059,0.011996343,-0.006056861,-0.019049124,0.023337237,-0.014034643,0.00330648,-0.065617738,0.007033957,0.009625083,0.018007381,-0.006253207,0.002998871,0.004632872,0.02634059,0.011996343,-0.006056861,-0.019049124,0.023337237,-0.014034643,0.00330648,-0.065617738,0.007033957,0.009625083,0.018007381,-0.006253207,0.002998871,0.004632872,0.019808112,0.032962321,0.003972739,0.019808112,0.032962321,0.003972739,1,Aljaz Bedene,Ryan Harrison,29/05/2017,G,1.25,4,1.21,3.95,1.25,4,1.25,4.46,1.25,4.46,1.23,4.08
13,-2.39835728,63,-370,-0.031330829,0.015358642,-0.010833906,0.014571479,0.003391383,-0.01477924,-0.000752673,0.007038946,-0.01261213,0.014250067,-0.037455748,-0.046202006,-0.001420326,-0.002950271,-0.031330829,0.015358642,-0.010833906,0.014571479,0.003391383,-0.01477924,-0.000752673,0.007038946,-0.01261213,0.014250067,-0.037455748,-0.046202006,-0.001420326,-0.002950271,-0.015174766,0.017641451,-0.052234988,-0.015174766,0.017641451,-0.052234988,1,Sergiy Stakhovsky,Yen Hsun Lu,29/05/2017,G,1.5,2.62,1.45,2.55,1.44,2.75,1.43,3.05,1.52,3.07,1.46,2.7
18,-6.78986995,-32,3434,0.170087604,0.127736225,0.013506191,0.014936272,0.121562893,0.032805524,0.090844516,0.130612655,-0.157437613,-0.022816358,-0.035545596,-0.017618751,-0.009696822,0.026376031,0.170087604,0.127736225,0.013506191,0.014936272,0.121562893,0.032805524,0.090844516,0.130612655,-0.157437613,-0.022816358,-0.035545596,-0.017618751,-0.009696822,0.026376031,0.031028757,0.098746534,-0.002740072,0.031028757,0.098746534,-0.002740072,1,Milos Raonic,Steve Darcis,29/05/2017,G,1.08,8,1.07,7,1.08,7.5,1.1,8.67,1.1,8.75,1.08,7.7
,5.17727584,-77,522,0.120334954,-0.025089023,-0.003638084,0.005992348,-0.055507588,-0.00331437,-0.034254242,-0.036163022,0.063372548,0.082648328,0.052417373,-0.022431617,0.023338036,0.020443181,0.120334954,-0.025089023,-0.003638084,0.005992348,-0.055507588,-0.00331437,-0.034254242,-0.036163022,0.063372548,0.082648328,0.052417373,-0.022431617,0.023338036,0.020443181,0.05243334,0.02714074,0.049103003,0.05243334,0.02714074,0.049103003,1,Diego Sebastian Schwartzman,Andrey Rublev,29/05/2017,G,1.12,6,1.1,5.9,1.14,5.5,1.13,7.05,1.14,7.1,1.12,6.2
2,-7.15674196,31,-389,-0.102189353,-0.013688844,0.01434598,0.078913924,-0.023728551,-0.033929287,-0.014114751,-0.014294286,0.025424741,-0.016971028,-0.017158352,0.029555097,-0.004148848,-0.013804158,-0.108946587,-0.01363418,0.01430743,0.078240715,-0.024533964,-0.034253717,-0.014881505,-0.017918653,0.028122626,-0.016945564,-0.018037584,0.028693615,-0.004267791,-0.014486526,-0.032364805,-0.040699579,-0.051087638,-0.033502482,-0.041479528,-0.052291301,1,Nikoloz Basilashvili,Gilles Simon,29/05/2017,G,2.75,1.44,2.65,1.42,3,1.4,2.95,1.46,3.08,1.5,2.79,1.43
8,4.24093087,-64,581,0.207843218,0.038634117,-0.000946821,0.033588761,0.024410587,-0.028975788,0.010138366,-0.016516901,-0.003487844,0.048921201,0.032536782,-0.024249951,0.011839117,0.023231456,0.222049638,0.038998892,-0.00121832,0.03305364,0.02649274,-0.02439758,0.013217713,-0.015621809,-0.010884896,0.052293722,0.033553859,-0.025010534,0.012523569,0.026110537,0.058245326,0.073331788,0.003560994,0.063231108,0.078786462,0.009156279,1,Viktor Troicki,Evgeny Donskoy,29/05/2017,G,1.16,5,1.17,4.4,1.2,4.5,1.21,5,1.21,5.05,1.19,4.68
0,1.16632443,-124,1739,0.198204639,-0.010617779,0.002464876,0.030355903,0.018967805,-0.010564257,0.013088788,0.089831928,-0.030306149,0.038235487,0.024967606,-0.022351509,0.004014145,0.021785044,0.218027052,-0.010367208,0.002022979,0.03192358,0.019169158,-0.001496167,0.016703037,0.087737805,-0.035904004,0.036141284,0.028065342,-0.020032294,0.004150996,0.023159385,0.050502977,0.057203292,0.014403349,0.053929914,0.055310442,0.026569175,1,Roberto Bautista Agut,John Millman,29/05/2017,G,1.04,13,1.03,9,1.04,11,1.04,15.92,1.05,16.5,1.03,12.04
,-0.79123887,42,-1575,-0.123803609,0.003176153,-0.010810602,0.066637286,-0.029760295,-0.011448901,-0.00924778,-0.004922205,0.025960775,-0.00228629,-0.009610786,-0.005865065,-0.000863653,-0.004401272,-0.143221015,0.005106038,-0.010462563,0.066504857,-0.029006545,-0.016360117,-0.010623425,-0.003694122,0.02663599,-0.002264687,-0.01393842,-0.007718495,-0.001124815,-0.005880156,-0.014770372,-0.032046585,-0.021059687,-0.0186171,-0.031271232,-0.030298537,1,Jiri Vesely,Jack Sock,29/05/2017,G,3,1.4,2.95,1.35,3.25,1.36,3.44,1.36,3.44,1.41,3.14,1.36
15,-1.26488706,-52,891,0.130944593,0.066503715,0.005436558,-0.028527545,0.097841781,0.056176212,0.07585399,0.047173273,-0.128627025,-0.016501956,-0.025339539,0.003982512,-0.005273489,0.025374054,0.139465838,0.066389951,0.005779059,-0.027483262,0.098997882,0.054023987,0.075956836,0.050987508,-0.130155249,-0.015187049,-0.024952897,0.003779843,-0.004712421,0.026230997,0.029494884,0.081339825,0.030836673,0.030574137,0.083810833,0.029071091,1,Steve Johnson,Yuichi Sugita,29/05/2017,G,1.22,4.33,1.18,4.3,1.17,5,1.21,5,1.23,5,1.2,4.5
5,-4.76933607,1,-10,-0.057459019,-0.040951384,-0.00574749,0.059920266,-0.045709663,-0.027838452,-0.025738501,-0.03758359,0.055367351,0.024634735,-0.006109259,-0.008467212,0.002693262,-0.007364092,-0.057459019,-0.040951384,-0.00574749,0.059920266,-0.045709663,-0.027838452,-0.025738501,-0.03758359,0.055367351,0.024634735,-0.006109259,-0.008467212,0.002693262,-0.007364092,-0.008494477,-0.021074928,-0.033947712,-0.008494477,-0.021074928,-0.033947712,1,Joao Sousa,Janko Tipsarevic,29/05/2017,G,1.9,1.9,1.85,1.85,1.91,1.91,1.93,1.97,1.95,1.97,1.89,1.9
-2,-1.10882957,-75,6770,0.42958628,0.014979897,-0.000992057,0.034978233,0.05356835,0.070536679,0.065971441,0.086378215,-0.125595949,0.034246096,0.072975163,0.017442832,0.013929683,0.054894097,0.432124987,0.015127314,-0.00109799,0.035522952,0.054192537,0.071640268,0.066877512,0.087342422,-0.127454998,0.034913374,0.073772307,0.017208709,0.014158936,0.055716773,0.124900709,0.087814445,0.143511842,0.126570247,0.08910591,0.145412574,1,Novak Djokovic,Marcel Granollers,29/05/2017,G,1.01,21,1.01,11.5,1.02,15,1.02,22.73,1.02,26.86,1.01,17.56
,-7.63586585,156,-1018,-0.410131608,-0.001135115,-0.026374748,-0.027305908,-0.022765002,-0.016237001,-0.025506433,-0.130944029,-0.027250634,-0.130878433,-0.044714738,0.032959148,-0.031261726,-0.049314548,-0.410131608,-0.001135115,-0.026374748,-0.027305908,-0.022765002,-0.016237001,-0.025506433,-0.130944029,-0.027250634,-0.130878433,-0.044714738,0.032959148,-0.031261726,-0.049314548,-0.124369195,-0.153643435,-0.060951739,-0.124369195,-0.153643435,-0.060951739,1,Stefano Napolitano,Mischa Zverev,29/05/2017,G,3.5,1.3,3.2,1.3,3,1.4,3.35,1.38,3.55,1.4,3.29,1.33
-5,-1.60985626,-7,49,-0.204058347,-0.001111722,0.006418259,-0.01717704,-0.033351598,-0.029837712,-0.034915263,-0.078982533,0.098938636,0.002039867,-0.040295293,-0.018848789,-0.007917164,-0.027923867,-0.204058347,-0.001111722,0.006418259,-0.01717704,-0.033351598,-0.029837712,-0.034915263,-0.078982533,0.098938636,0.002039867,-0.040295293,-0.018848789,-0.007917164,-0.027923867,-0.050473298,-0.031311731,-0.070133005,-0.050473298,-0.031311731,-0.070133005,1,Rogerio Dutra Silva,Mikhail Youzhny,29/05/2017,G,1.66,2.2,1.65,2.1,1.67,2.2,1.74,2.22,1.74,2.3,1.68,2.17
-22,-8.90075291,-108,2584,0.180661245,0.008884916,-0.000455788,0.017472359,0.006265407,0.007508308,0.01030432,0.001940754,-0.004599951,0.046667468,0.04248845,-0.038065753,0.011858055,0.022356877,0.180661245,0.008884916,-0.000455788,0.017472359,0.006265407,0.007508308,0.01030432,0.001940754,-0.004599951,0.046667468,0.04248845,-0.038065753,0.011858055,0.022356877,0.063886617,0.052932875,0.049996759,0.063886617,0.052932875,0.049996759,1,David Goffin,Paul Henri Mathieu,29/05/2017,G,1.07,9,1.05,7.75,1.08,7.5,1.08,10.44,1.08,10.5,1.06,8.97
-11,2.92950034,-41,4425,0.351355214,-0.05399886,-0.030419748,0.183911327,-0.01674111,0.097314547,0.067079573,0.057604061,-0.114672277,0.030614779,0.061802069,0.024120511,0.014624454,0.05140475,0.355201804,-0.053996534,-0.030473149,0.184169843,-0.016710938,0.09788499,0.067422313,0.05754324,-0.11498976,0.030862328,0.062511953,0.024232708,0.014716675,0.051820281,0.116715011,0.013873669,0.159116616,0.11758024,0.01415139,0.160396943,1,Rafael Nadal,Benoit Paire,29/05/2017,G,1.01,21,1.01,11.5,1.02,15,1.02,22.73,1.02,26.86,1.02,17.1
-7,-3.71252566,422,-857,0.003384908,-0.027742291,-0.016016855,0.050034119,-0.02216288,0.03041967,0.006566215,-0.010815487,-0.001996405,-0.001978453,0.000727358,0.009686865,-0.002266313,0.000895469,0.003384908,-0.027742291,-0.016016855,0.050034119,-0.02216288,0.03041967,0.006566215,-0.010815487,-0.001996405,-0.001978453,0.000727358,0.009686865,-0.002266313,0.000895469,0.003992925,-0.024141332,0.031147028,0.003992925,-0.024141332,0.031147028,1,Simone Bolelli,Nicolas Mahut,29/05/2017,G,1.8,2,1.72,2,1.8,2,1.75,2.2,1.83,2.2,1.78,2.02
,-2.82272417,-116,653,0.136012922,0.034066563,-0.00129261,-0.052264959,0.050405039,0.085846088,0.053066159,0.151821885,-0.133116938,-0.083093338,-0.021287934,0.031259514,-0.005018469,0.002613492,0.136012922,0.034066563,-0.00129261,-0.052264959,0.050405039,0.085846088,0.053066159,0.151821885,-0.133116938,-0.083093338,-0.021287934,0.031259514,-0.005018469,0.002613492,-0.019533303,-0.0326883,0.064558154,-0.019533303,-0.0326883,0.064558154,1,Borna Coric,Mathias Bourgue,29/05/2017,G,1.1,7,1.09,6.25,1.13,6,1.13,7.05,1.13,7.45,1.11,6.7
2,3.76454483,-24,134,-0.000554415,0.015951401,0.011232971,-0.062325936,0.016745557,0.003549755,-0.000559404,-0.01250804,0.009659251,0.000107859,0.004802257,0.001911563,0.000211585,-0.000553282,0.006230091,0.016217526,0.011193571,-0.062708961,0.017740038,0.004681388,0.000441102,-0.013350059,0.007479818,0.001083414,0.006011851,0.001482345,0.000451523,0.000309896,0.002599641,0.016853416,0.008352013,0.004738057,0.018823452,0.010693239,1,Andreas Seppi,Santiago Giraldo,29/05/2017,G,1.66,2.2,1.65,2.1,1.73,2.1,1.77,2.18,1.77,2.2,1.71,2.12
0,5.61259411,-10,26,-0.310415759,0.041144165,-0.008155687,0.021877432,0.016888558,-0.04665358,-0.003080727,0.042719325,0.017173722,-0.038440702,-0.053312567,0.034065109,-0.011468796,-0.024316852,-0.310415759,0.041144165,-0.008155687,0.021877432,0.016888558,-0.04665358,-0.003080727,0.042719325,0.017173722,-0.038440702,-0.053312567,0.034065109,-0.011468796,-0.024316852,-0.060133679,-0.021552144,-0.099966147,-0.060133679,-0.021552144,-0.099966147,1,Konstantin Kravchuk,Federico Delbonis,29/05/2017,G,6.5,1.11,5.4,1.12,6,1.13,6.2,1.16,6.6,1.16,5.97,1.13
8,-0.07939767,-222,3535,0.128281277,-0.000727274,-0.021168909,-0.034259809,0.016131735,0.039823018,0.017465513,0.008424959,-0.033720497,0.015706812,0.021016952,0.00332773,0.002365937,0.015544023,0.130609008,-0.00107027,-0.020788067,-0.03424492,0.015685057,0.040166147,0.017337331,0.008277149,-0.033587676,0.015702238,0.020735026,0.003212178,0.00231239,0.015326078,0.037817994,0.031838546,0.06083997,0.037519773,0.031387294,0.060901173,1,Marin Cilic,Ernests Gulbis,29/05/2017,G,1.06,10,1.04,8.5,1.08,7.5,1.06,12.02,1.08,12.02,1.06,9.26
-8,7.30732375,-18,275,0.258695352,-0.00703713,-0.015420663,0.033030712,0.017217203,0.034264923,0.029699257,0.023647721,-0.057372505,0.052265886,0.058685773,-0.031964262,0.014842613,0.038645546,0.260563899,-0.006929409,-0.015304953,0.03272284,0.017635801,0.034422237,0.029957339,0.024771072,-0.05828887,0.052285571,0.058581618,-0.031777661,0.014906285,0.038825556,0.093470511,0.06948309,0.092950696,0.09362084,0.069921371,0.093003855,1,David Ferrer,Donald Young,29/05/2017,G,1.14,5.5,1.13,5.2,1.14,5.5,1.16,6.16,1.16,6.62,1.13,5.82
-15,4.80492814,-56,194,0.149443726,-0.00445918,-0.021015426,0.071282559,-0.019154738,0.026126357,0.011508463,-0.009895133,-0.017450039,-0.029423187,-0.012550933,0.007824062,-0.001933798,-0.003195764,0.149443726,-0.00445918,-0.021015426,0.071282559,-0.019154738,0.026126357,0.011508463,-0.009895133,-0.017450039,-0.029423187,-0.012550933,0.007824062,-0.001933798,-0.003195764,-0.017073194,-0.048577924,0.013575424,-0.017073194,-0.048577924,0.013575424,1,Victor Estrella,Teymuraz Gabashvili,29/05/2017,G,2.62,1.5,2.5,1.47,2.75,1.44,2.73,1.52,2.75,1.57,2.57,1.5
,9.43189596,-264,1684,0.600352904,0.054495711,0.020543827,-0.052931143,0.106155953,0.067539313,0.082809492,0.023237224,-0.206168831,0.019157002,0.086760149,-0.04720748,0.013534766,0.062143798,0.600352904,0.054495711,0.020543827,-0.052931143,0.106155953,0.067539313,0.082809492,0.023237224,-0.206168831,0.019157002,0.086760149,-0.04720748,0.013534766,0.062143798,0.125565698,0.125312955,0.154299462,0.125565698,0.125312955,0.154299462,1,Pablo Cuevas,Maxime Hamou,29/05/2017,G,1.06,10,1.04,8.5,1.07,8,1.07,11,1.09,11,1.06,9.17
,11.8275154,-102,690,0.136247012,0.066671425,-0.000218506,-0.009456422,0.093822843,0.002840443,0.054981326,0.075752812,-0.096483254,0.007362632,-0.062500095,0.020689524,-0.009324111,0.012981018,0.166740036,0.068146261,0.000223928,-0.000520974,0.0914957,0.002947363,0.054890609,0.077159869,-0.097914947,0.011171877,-0.055021725,0.011980575,-0.008203716,0.014650205,0.006547847,0.101185475,-0.059659652,0.013308095,0.102667577,-0.052074361,1,Feliciano Lopez,Bjorn Fratangelo,29/05/2017,G,1.5,2.62,1.47,2.5,1.5,2.63,1.51,2.76,1.57,2.78,1.51,2.58
,-0.24093086,-9,59,-0.010181265,0.01021979,0.008415248,-0.065425761,0.038282634,0.027892633,0.025693351,0.038215822,-0.049831797,-0.072956114,0.034319737,0.028776819,-0.007525781,-0.001081689,-0.010181265,0.01021979,0.008415248,-0.065425761,0.038282634,0.027892633,0.025693351,0.038215822,-0.049831797,-0.072956114,0.034319737,0.028776819,-0.007525781,-0.001081689,-0.002671448,-0.03467348,0.06221237,-0.002671448,-0.03467348,0.06221237,1,Nicolas Kicker,Damir Dzumhur,29/05/2017,G,2.62,1.5,2.55,1.45,2.75,1.44,2.84,1.49,2.84,1.61,2.62,1.49
,10.66119097,-39,581,0.394954059,-0.038399596,0.015467392,-0.024756128,-0.011669325,-0.01672986,-0.018312938,0.013213678,0.023349008,0.076340916,0.036557481,-0.058542408,0.017640914,0.021078128,0.394954059,-0.038399596,0.015467392,-0.024756128,-0.011669325,-0.01672986,-0.018312938,0.013213678,0.023349008,0.076340916,0.036557481,-0.058542408,0.017640914,0.021078128,0.054365826,0.064671592,0.019827621,0.054365826,0.064671592,0.019827621,1,Fabio Fognini,Francis Tiafoe,29/05/2017,G,1.3,3.5,1.32,3.1,1.36,3.25,1.4,3.25,1.42,3.5,1.35,3.2
